A=3, h=1+1+1, 
A=173, h=8+3+10, 
A=173, h=8+10+3, 
A=173, h=10+3+8, 
A=173, h=10+8+3, 
A=173, h=11+4+6, 
A=173, h=11+6+4, 
A=173, h=12+2+5, 
A=173, h=12+5+2, 
A=174, h=1+2+13, 
A=174, h=1+13+2, 
A=174, h=2+1+13, 
A=174, h=2+7+11, 
A=174, h=2+11+7, 
A=174, h=2+13+1, 
A=174, h=5+7+10, 
A=174, h=5+10+7, 
A=174, h=7+2+11, 
A=174, h=7+5+10, 
A=174, h=7+10+5, 
A=174, h=7+11+2, 
A=174, h=10+5+7, 
A=174, h=10+7+5, 
A=174, h=11+2+7, 
A=174, h=11+7+2, 
A=174, h=13+1+2, 
A=174, h=13+2+1, 
A=176, h=4+4+12, 
A=176, h=4+12+4, 
A=176, h=12+4+4, 
A=177, h=2+2+13, 
A=177, h=2+13+2, 
A=177, h=7+8+8, 
A=177, h=8+7+8, 
A=177, h=8+8+7, 
A=177, h=13+2+2, 
A=178, h=3+5+12, 
A=178, h=3+12+5, 
A=178, h=4+9+9, 
A=178, h=5+3+12, 
A=178, h=5+12+3, 
A=178, h=9+4+9, 
A=178, h=9+9+4, 
A=178, h=12+3+5, 
A=178, h=12+5+3, 
A=179, h=1+3+13, 
A=179, h=1+13+3, 
A=179, h=3+1+13, 
A=179, h=3+7+11, 
A=179, h=3+11+7, 
A=179, h=3+13+1, 
A=179, h=7+3+11, 
A=179, h=7+7+9, 
A=179, h=7+9+7, 
A=179, h=7+11+3, 
A=179, h=9+7+7, 
A=179, h=11+3+7, 
A=179, h=11+7+3, 
A=179, h=13+1+3, 
A=179, h=13+3+1, 
A=180, h=4+8+10, 
A=180, h=4+10+8, 
A=180, h=8+4+10, 
A=180, h=8+10+4, 
A=180, h=10+4+8, 
A=180, h=10+8+4, 
A=181, h=1+6+12, 
A=181, h=1+12+6, 
A=181, h=6+1+12, 
A=181, h=6+8+9, 
A=181, h=6+9+8, 
A=181, h=6+12+1, 
A=181, h=8+6+9, 
A=181, h=8+9+6, 
A=181, h=9+6+8, 
A=181, h=9+8+6, 
A=181, h=12+1+6, 
A=181, h=12+6+1, 
A=182, h=1+9+10, 
A=182, h=1+10+9, 
A=182, h=2+3+13, 
A=182, h=2+13+3, 
A=182, h=3+2+13, 
A=182, h=3+13+2, 
A=182, h=5+6+11, 
A=182, h=5+11+6, 
A=182, h=6+5+11, 
A=182, h=6+11+5, 
A=182, h=9+1+10, 
A=182, h=9+10+1, 
A=182, h=10+1+9, 
A=182, h=10+9+1, 
A=182, h=11+5+6, 
A=182, h=11+6+5, 
A=182, h=13+2+3, 
A=182, h=13+3+2, 
A=184, h=2+6+12, 
A=184, h=2+12+6, 
A=184, h=6+2+12, 
A=184, h=6+12+2, 
A=184, h=12+2+6, 
A=184, h=12+6+2, 
A=185, h=2+9+10, 
A=185, h=2+10+9, 
A=185, h=4+5+12, 
A=185, h=4+12+5, 
A=185, h=5+4+12, 
A=185, h=5+12+4, 
A=185, h=6+7+10, 
A=185, h=6+10+7, 
A=185, h=7+6+10, 
A=185, h=7+10+6, 
A=185, h=9+2+10, 
A=185, h=9+10+2, 
A=185, h=10+2+9, 
A=185, h=10+6+7, 
A=185, h=10+7+6, 
A=185, h=10+9+2, 
A=185, h=12+4+5, 
A=185, h=12+5+4, 
A=186, h=1+4+13, 
A=186, h=1+8+11, 
A=186, h=1+11+8, 
A=186, h=1+13+4, 
A=186, h=4+1+13, 
A=186, h=4+7+11, 
A=186, h=4+11+7, 
A=186, h=4+13+1, 
A=186, h=7+4+11, 
A=186, h=7+11+4, 
A=186, h=8+1+11, 
A=186, h=8+11+1, 
A=186, h=11+1+8, 
A=186, h=11+4+7, 
A=186, h=11+7+4, 
A=186, h=11+8+1, 
A=186, h=13+1+4, 
A=186, h=13+4+1, 
A=187, h=3+3+13, 
A=187, h=3+13+3, 
A=187, h=5+9+9, 
A=187, h=9+5+9, 
A=187, h=9+9+5, 
A=187, h=13+3+3, 
A=189, h=2+4+13, 
A=189, h=2+8+11, 
A=189, h=2+11+8, 
A=189, h=2+13+4, 
A=189, h=3+6+12, 
A=189, h=3+12+6, 
A=189, h=4+2+13, 
A=189, h=4+13+2, 
A=189, h=5+8+10, 
A=189, h=5+10+8, 
A=189, h=6+3+12, 
A=189, h=6+12+3, 
A=189, h=8+2+11, 
A=189, h=8+5+10, 
A=189, h=8+10+5, 
A=189, h=8+11+2, 
A=189, h=10+5+8, 
A=189, h=10+8+5, 
A=189, h=11+2+8, 
A=189, h=11+8+2, 
A=189, h=12+3+6, 
A=189, h=12+6+3, 
A=189, h=13+2+4, 
A=189, h=13+4+2, 
A=190, h=3+9+10, 
A=190, h=3+10+9, 
A=190, h=9+3+10, 
A=190, h=9+10+3, 
A=190, h=10+3+9, 
A=190, h=10+9+3, 
A=192, h=8+8+8, 
A=193, h=6+6+11, 
A=193, h=6+11+6, 
A=193, h=11+6+6, 
A=194, h=1+7+12, 
A=194, h=1+12+7, 
A=194, h=3+4+13, 
A=194, h=3+8+11, 
A=194, h=3+11+8, 
A=194, h=3+13+4, 
A=194, h=4+3+13, 
A=194, h=4+13+3, 
A=194, h=5+5+12, 
A=194, h=5+12+5, 
A=194, h=7+1+12, 
A=194, h=7+8+9, 
A=194, h=7+9+8, 
A=194, h=7+12+1, 
A=194, h=8+3+11, 
A=194, h=8+7+9, 
A=194, h=8+9+7, 
A=194, h=8+11+3, 
A=194, h=9+7+8, 
A=194, h=9+8+7, 
A=194, h=11+3+8, 
A=194, h=11+8+3, 
A=194, h=12+1+7, 
A=194, h=12+5+5, 
A=194, h=12+7+1, 
A=194, h=13+3+4, 
A=194, h=13+4+3, 
A=195, h=1+5+13, 
A=195, h=1+13+5, 
A=195, h=5+1+13, 
A=195, h=5+7+11, 
A=195, h=5+11+7, 
A=195, h=5+13+1, 
A=195, h=7+5+11, 
A=195, h=7+11+5, 
A=195, h=11+5+7, 
A=195, h=11+7+5, 
A=195, h=13+1+5, 
A=195, h=13+5+1, 
A=196, h=4+6+12, 
A=196, h=4+12+6, 
A=196, h=6+4+12, 
A=196, h=6+12+4, 
A=196, h=12+4+6, 
A=196, h=12+6+4, 
A=197, h=2+7+12, 
A=197, h=2+12+7, 
A=197, h=4+9+10, 
A=197, h=4+10+9, 
A=197, h=7+2+12, 
A=197, h=7+12+2, 
A=197, h=9+4+10, 
A=197, h=9+10+4, 
A=197, h=10+4+9, 
A=197, h=10+9+4, 
A=197, h=12+2+7, 
A=197, h=12+7+2, 
A=198, h=1+1+14, 
A=198, h=1+14+1, 
A=198, h=2+5+13, 
A=198, h=2+13+5, 
A=198, h=5+2+13, 
A=198, h=5+13+2, 
A=198, h=6+9+9, 
A=198, h=7+7+10, 
A=198, h=7+10+7, 
A=198, h=9+6+9, 
A=198, h=9+9+6, 
A=198, h=10+7+7, 
A=198, h=13+2+5, 
A=198, h=13+5+2, 
A=198, h=14+1+1, 
A=200, h=6+8+10, 
A=200, h=6+10+8, 
A=200, h=8+6+10, 
A=200, h=8+10+6, 
A=200, h=10+6+8, 
A=200, h=10+8+6, 
A=201, h=1+2+14, 
A=201, h=1+10+10, 
A=201, h=1+14+2, 
A=201, h=2+1+14, 
A=201, h=2+14+1, 
A=201, h=4+4+13, 
A=201, h=4+8+11, 
A=201, h=4+11+8, 
A=201, h=4+13+4, 
A=201, h=8+4+11, 
A=201, h=8+11+4, 
A=201, h=10+1+10, 
A=201, h=10+10+1, 
A=201, h=11+4+8, 
A=201, h=11+8+4, 
A=201, h=13+4+4, 
A=201, h=14+1+2, 
A=201, h=14+2+1, 
A=202, h=3+7+12, 
A=202, h=3+12+7, 
A=202, h=7+3+12, 
A=202, h=7+12+3, 
A=202, h=12+3+7, 
A=202, h=12+7+3, 
A=203, h=1+9+11, 
A=203, h=1+11+9, 
A=203, h=3+5+13, 
A=203, h=3+13+5, 
A=203, h=5+3+13, 
A=203, h=5+13+3, 
A=203, h=9+1+11, 
A=203, h=9+11+1, 
A=203, h=11+1+9, 
A=203, h=11+9+1, 
A=203, h=13+3+5, 
A=203, h=13+5+3, 
A=204, h=2+2+14, 
A=204, h=2+10+10, 
A=204, h=2+14+2, 
A=204, h=10+2+10, 
A=204, h=10+10+2, 
A=204, h=14+2+2, 
A=205, h=5+6+12, 
A=205, h=5+12+6, 
A=205, h=6+5+12, 
A=205, h=6+12+5, 
A=205, h=12+5+6, 
A=205, h=12+6+5, 
A=206, h=1+3+14, 
A=206, h=1+6+13, 
A=206, h=1+13+6, 
A=206, h=1+14+3, 
A=206, h=2+9+11, 
A=206, h=2+11+9, 
A=206, h=3+1+14, 
A=206, h=3+14+1, 
A=206, h=5+9+10, 
A=206, h=5+10+9, 
A=206, h=6+1+13, 
A=206, h=6+7+11, 
A=206, h=6+11+7, 
A=206, h=6+13+1, 
A=206, h=7+6+11, 
A=206, h=7+11+6, 
A=206, h=9+2+11, 
A=206, h=9+5+10, 
A=206, h=9+10+5, 
A=206, h=9+11+2, 
A=206, h=10+5+9, 
A=206, h=10+9+5, 
A=206, h=11+2+9, 
A=206, h=11+6+7, 
A=206, h=11+7+6, 
A=206, h=11+9+2, 
A=206, h=13+1+6, 
A=206, h=13+6+1, 
A=206, h=14+1+3, 
A=206, h=14+3+1, 
A=209, h=1+8+12, 
A=209, h=1+12+8, 
A=209, h=2+3+14, 
A=209, h=2+6+13, 
A=209, h=2+13+6, 
A=209, h=2+14+3, 
A=209, h=3+2+14, 
A=209, h=3+10+10, 
A=209, h=3+14+2, 
A=209, h=4+7+12, 
A=209, h=4+12+7, 
A=209, h=6+2+13, 
A=209, h=6+13+2, 
A=209, h=7+4+12, 
A=209, h=7+12+4, 
A=209, h=8+1+12, 
A=209, h=8+8+9, 
A=209, h=8+9+8, 
A=209, h=8+12+1, 
A=209, h=9+8+8, 
A=209, h=10+3+10, 
A=209, h=10+10+3, 
A=209, h=12+1+8, 
A=209, h=12+4+7, 
A=209, h=12+7+4, 
A=209, h=12+8+1, 
A=209, h=13+2+6, 
A=209, h=13+6+2, 
A=209, h=14+2+3, 
A=209, h=14+3+2, 
A=210, h=4+5+13, 
A=210, h=4+13+5, 
A=210, h=5+4+13, 
A=210, h=5+8+11, 
A=210, h=5+11+8, 
A=210, h=5+13+4, 
A=210, h=8+5+11, 
A=210, h=8+11+5, 
A=210, h=11+5+8, 
A=210, h=11+8+5, 
A=210, h=13+4+5, 
A=210, h=13+5+4, 
A=211, h=3+9+11, 
A=211, h=3+11+9, 
A=211, h=7+9+9, 
A=211, h=9+3+11, 
A=211, h=9+7+9, 
A=211, h=9+9+7, 
A=211, h=9+11+3, 
A=211, h=11+3+9, 
A=211, h=11+9+3, 
A=212, h=2+8+12, 
A=212, h=2+12+8, 
A=212, h=8+2+12, 
A=212, h=8+12+2, 
A=212, h=12+2+8, 
A=212, h=12+8+2, 
A=213, h=1+4+14, 
A=213, h=1+14+4, 
A=213, h=4+1+14, 
A=213, h=4+14+1, 
A=213, h=7+8+10, 
A=213, h=7+10+8, 
A=213, h=8+7+10, 
A=213, h=8+10+7, 
A=213, h=10+7+8, 
A=213, h=10+8+7, 
A=213, h=14+1+4, 
A=213, h=14+4+1, 
A=214, h=3+3+14, 
A=214, h=3+6+13, 
A=214, h=3+13+6, 
A=214, h=3+14+3, 
A=214, h=6+3+13, 
A=214, h=6+13+3, 
A=214, h=13+3+6, 
A=214, h=13+6+3, 
A=214, h=14+3+3, 
A=216, h=2+4+14, 
A=216, h=2+14+4, 
A=216, h=4+2+14, 
A=216, h=4+10+10, 
A=216, h=4+14+2, 
A=216, h=6+6+12, 
A=216, h=6+12+6, 
A=216, h=10+4+10, 
A=216, h=10+10+4, 
A=216, h=12+6+6, 
A=216, h=14+2+4, 
A=216, h=14+4+2, 
A=217, h=3+8+12, 
A=217, h=3+12+8, 
A=217, h=6+9+10, 
A=217, h=6+10+9, 
A=217, h=8+3+12, 
A=217, h=8+12+3, 
A=217, h=9+6+10, 
A=217, h=9+10+6, 
A=217, h=10+6+9, 
A=217, h=10+9+6, 
A=217, h=12+3+8, 
A=217, h=12+8+3, 
A=218, h=4+9+11, 
A=218, h=4+11+9, 
A=218, h=5+7+12, 
A=218, h=5+12+7, 
A=218, h=7+5+12, 
A=218, h=7+12+5, 
A=218, h=9+4+11, 
A=218, h=9+11+4, 
A=218, h=11+4+9, 
A=218, h=11+9+4, 
A=218, h=12+5+7, 
A=218, h=12+7+5, 
A=219, h=1+7+13, 
A=219, h=1+13+7, 
A=219, h=5+5+13, 
A=219, h=5+13+5, 
A=219, h=7+1+13, 
A=219, h=7+7+11, 
A=219, h=7+11+7, 
A=219, h=7+13+1, 
A=219, h=11+7+7, 
A=219, h=13+1+7, 
A=219, h=13+5+5, 
A=219, h=13+7+1, 
A=221, h=3+4+14, 
A=221, h=3+14+4, 
A=221, h=4+3+14, 
A=221, h=4+6+13, 
A=221, h=4+13+6, 
A=221, h=4+14+3, 
A=221, h=6+4+13, 
A=221, h=6+8+11, 
A=221, h=6+11+8, 
A=221, h=6+13+4, 
A=221, h=8+6+11, 
A=221, h=8+11+6, 
A=221, h=11+6+8, 
A=221, h=11+8+6, 
A=221, h=13+4+6, 
A=221, h=13+6+4, 
A=221, h=14+3+4, 
A=221, h=14+4+3, 
A=222, h=1+5+14, 
A=222, h=1+10+11, 
A=222, h=1+11+10, 
A=222, h=1+14+5, 
A=222, h=2+7+13, 
A=222, h=2+13+7, 
A=222, h=5+1+14, 
A=222, h=5+14+1, 
A=222, h=7+2+13, 
A=222, h=7+13+2, 
A=222, h=10+1+11, 
A=222, h=10+11+1, 
A=222, h=11+1+10, 
A=222, h=11+10+1, 
A=222, h=13+2+7, 
A=222, h=13+7+2, 
A=222, h=14+1+5, 
A=222, h=14+5+1, 
A=224, h=4+8+12, 
A=224, h=4+12+8, 
A=224, h=8+4+12, 
A=224, h=8+12+4, 
A=224, h=12+4+8, 
A=224, h=12+8+4, 
A=225, h=2+5+14, 
A=225, h=2+10+11, 
A=225, h=2+11+10, 
A=225, h=2+14+5, 
A=225, h=5+2+14, 
A=225, h=5+10+10, 
A=225, h=5+14+2, 
A=225, h=10+2+11, 
A=225, h=10+5+10, 
A=225, h=10+10+5, 
A=225, h=10+11+2, 
A=225, h=11+2+10, 
A=225, h=11+10+2, 
A=225, h=14+2+5, 
A=225, h=14+5+2, 
A=226, h=1+9+12, 
A=226, h=1+12+9, 
A=226, h=8+9+9, 
A=226, h=9+1+12, 
A=226, h=9+8+9, 
A=226, h=9+9+8, 
A=226, h=9+12+1, 
A=226, h=12+1+9, 
A=226, h=12+9+1, 
A=227, h=1+1+15, 
A=227, h=1+15+1, 
A=227, h=3+7+13, 
A=227, h=3+13+7, 
A=227, h=5+9+11, 
A=227, h=5+11+9, 
A=227, h=7+3+13, 
A=227, h=7+13+3, 
A=227, h=9+5+11, 
A=227, h=9+11+5, 
A=227, h=11+5+9, 
A=227, h=11+9+5, 
A=227, h=13+3+7, 
A=227, h=13+7+3, 
A=227, h=15+1+1, 
A=228, h=4+4+14, 
A=228, h=4+14+4, 
A=228, h=8+8+10, 
A=228, h=8+10+8, 
A=228, h=10+8+8, 
A=228, h=14+4+4, 
A=229, h=2+9+12, 
A=229, h=2+12+9, 
A=229, h=6+7+12, 
A=229, h=6+12+7, 
A=229, h=7+6+12, 
A=229, h=7+12+6, 
A=229, h=9+2+12, 
A=229, h=9+12+2, 
A=229, h=12+2+9, 
A=229, h=12+6+7, 
A=229, h=12+7+6, 
A=229, h=12+9+2, 
A=230, h=1+2+15, 
A=230, h=1+15+2, 
A=230, h=2+1+15, 
A=230, h=2+15+1, 
A=230, h=3+5+14, 
A=230, h=3+10+11, 
A=230, h=3+11+10, 
A=230, h=3+14+5, 
A=230, h=5+3+14, 
A=230, h=5+6+13, 
A=230, h=5+13+6, 
A=230, h=5+14+3, 
A=230, h=6+5+13, 
A=230, h=6+13+5, 
A=230, h=7+9+10, 
A=230, h=7+10+9, 
A=230, h=9+7+10, 
A=230, h=9+10+7, 
A=230, h=10+3+11, 
A=230, h=10+7+9, 
A=230, h=10+9+7, 
A=230, h=10+11+3, 
A=230, h=11+3+10, 
A=230, h=11+10+3, 
A=230, h=13+5+6, 
A=230, h=13+6+5, 
A=230, h=14+3+5, 
A=230, h=14+5+3, 
A=230, h=15+1+2, 
A=230, h=15+2+1, 
A=233, h=1+6+14, 
A=233, h=1+14+6, 
A=233, h=2+2+15, 
A=233, h=2+15+2, 
A=233, h=5+8+12, 
A=233, h=5+12+8, 
A=233, h=6+1+14, 
A=233, h=6+14+1, 
A=233, h=8+5+12, 
A=233, h=8+12+5, 
A=233, h=12+5+8, 
A=233, h=12+8+5, 
A=233, h=14+1+6, 
A=233, h=14+6+1, 
A=233, h=15+2+2, 
A=234, h=1+8+13, 
A=234, h=1+13+8, 
A=234, h=3+9+12, 
A=234, h=3+12+9, 
A=234, h=4+7+13, 
A=234, h=4+13+7, 
A=234, h=7+4+13, 
A=234, h=7+8+11, 
A=234, h=7+11+8, 
A=234, h=7+13+4, 
A=234, h=8+1+13, 
A=234, h=8+7+11, 
A=234, h=8+11+7, 
A=234, h=8+13+1, 
A=234, h=9+3+12, 
A=234, h=9+12+3, 
A=234, h=11+7+8, 
A=234, h=11+8+7, 
A=234, h=12+3+9, 
A=234, h=12+9+3, 
A=234, h=13+1+8, 
A=234, h=13+4+7, 
A=234, h=13+7+4, 
A=234, h=13+8+1, 
A=235, h=1+3+15, 
A=235, h=1+15+3, 
A=235, h=3+1+15, 
A=235, h=3+15+1, 
A=235, h=15+1+3, 
A=235, h=15+3+1, 
A=236, h=2+6+14, 
A=236, h=2+14+6, 
A=236, h=6+2+14, 
A=236, h=6+10+10, 
A=236, h=6+14+2, 
A=236, h=10+6+10, 
A=236, h=10+10+6, 
A=236, h=14+2+6, 
A=236, h=14+6+2, 
A=237, h=2+8+13, 
A=237, h=2+13+8, 
A=237, h=4+5+14, 
A=237, h=4+10+11, 
A=237, h=4+11+10, 
A=237, h=4+14+5, 
A=237, h=5+4+14, 
A=237, h=5+14+4, 
A=237, h=8+2+13, 
A=237, h=8+13+2, 
A=237, h=10+4+11, 
A=237, h=10+11+4, 
A=237, h=11+4+10, 
A=237, h=11+10+4, 
A=237, h=13+2+8, 
A=237, h=13+8+2, 
A=237, h=14+4+5, 
A=237, h=14+5+4, 
A=238, h=2+3+15, 
A=238, h=2+15+3, 
A=238, h=3+2+15, 
A=238, h=3+15+2, 
A=238, h=6+9+11, 
A=238, h=6+11+9, 
A=238, h=9+6+11, 
A=238, h=9+11+6, 
A=238, h=11+6+9, 
A=238, h=11+9+6, 
A=238, h=15+2+3, 
A=238, h=15+3+2, 
A=241, h=3+6+14, 
A=241, h=3+14+6, 
A=241, h=4+9+12, 
A=241, h=4+12+9, 
A=241, h=6+3+14, 
A=241, h=6+6+13, 
A=241, h=6+13+6, 
A=241, h=6+14+3, 
A=241, h=9+4+12, 
A=241, h=9+12+4, 
A=241, h=12+4+9, 
A=241, h=12+9+4, 
A=241, h=13+6+6, 
A=241, h=14+3+6, 
A=241, h=14+6+3, 
A=242, h=1+4+15, 
A=242, h=1+15+4, 
A=242, h=3+8+13, 
A=242, h=3+13+8, 
A=242, h=4+1+15, 
A=242, h=4+15+1, 
A=242, h=7+7+12, 
A=242, h=7+12+7, 
A=242, h=8+3+13, 
A=242, h=8+13+3, 
A=242, h=12+7+7, 
A=242, h=13+3+8, 
A=242, h=13+8+3, 
A=242, h=15+1+4, 
A=242, h=15+4+1, 
A=243, h=1+11+11, 
A=243, h=3+3+15, 
A=243, h=3+15+3, 
A=243, h=5+7+13, 
A=243, h=5+13+7, 
A=243, h=7+5+13, 
A=243, h=7+13+5, 
A=243, h=9+9+9, 
A=243, h=11+1+11, 
A=243, h=11+11+1, 
A=243, h=13+5+7, 
A=243, h=13+7+5, 
A=243, h=15+3+3, 
A=244, h=6+8+12, 
A=244, h=6+12+8, 
A=244, h=8+6+12, 
A=244, h=8+12+6, 
A=244, h=12+6+8, 
A=244, h=12+8+6, 
A=245, h=1+10+12, 
A=245, h=1+12+10, 
A=245, h=2+4+15, 
A=245, h=2+15+4, 
A=245, h=4+2+15, 
A=245, h=4+15+2, 
A=245, h=8+9+10, 
A=245, h=8+10+9, 
A=245, h=9+8+10, 
A=245, h=9+10+8, 
A=245, h=10+1+12, 
A=245, h=10+8+9, 
A=245, h=10+9+8, 
A=245, h=10+12+1, 
A=245, h=12+1+10, 
A=245, h=12+10+1, 
A=245, h=15+2+4, 
A=245, h=15+4+2, 
A=246, h=1+7+14, 
A=246, h=1+14+7, 
A=246, h=2+11+11, 
A=246, h=5+5+14, 
A=246, h=5+10+11, 
A=246, h=5+11+10, 
A=246, h=5+14+5, 
A=246, h=7+1+14, 
A=246, h=7+14+1, 
A=246, h=10+5+11, 
A=246, h=10+11+5, 
A=246, h=11+2+11, 
A=246, h=11+5+10, 
A=246, h=11+10+5, 
A=246, h=11+11+2, 
A=246, h=14+1+7, 
A=246, h=14+5+5, 
A=246, h=14+7+1, 
A=248, h=2+10+12, 
A=248, h=2+12+10, 
A=248, h=4+6+14, 
A=248, h=4+14+6, 
A=248, h=6+4+14, 
A=248, h=6+14+4, 
A=248, h=10+2+12, 
A=248, h=10+12+2, 
A=248, h=12+2+10, 
A=248, h=12+10+2, 
A=248, h=14+4+6, 
A=248, h=14+6+4, 
A=249, h=2+7+14, 
A=249, h=2+14+7, 
A=249, h=4+8+13, 
A=249, h=4+13+8, 
A=249, h=7+2+14, 
A=249, h=7+10+10, 
A=249, h=7+14+2, 
A=249, h=8+4+13, 
A=249, h=8+8+11, 
A=249, h=8+11+8, 
A=249, h=8+13+4, 
A=249, h=10+7+10, 
A=249, h=10+10+7, 
A=249, h=11+8+8, 
A=249, h=13+4+8, 
A=249, h=13+8+4, 
A=249, h=14+2+7, 
A=249, h=14+7+2, 
A=250, h=3+4+15, 
A=250, h=3+15+4, 
A=250, h=4+3+15, 
A=250, h=4+15+3, 
A=250, h=5+9+12, 
A=250, h=5+12+9, 
A=250, h=9+5+12, 
A=250, h=9+12+5, 
A=250, h=12+5+9, 
A=250, h=12+9+5, 
A=250, h=15+3+4, 
A=250, h=15+4+3, 
A=251, h=1+5+15, 
A=251, h=1+9+13, 
A=251, h=1+13+9, 
A=251, h=1+15+5, 
A=251, h=3+11+11, 
A=251, h=5+1+15, 
A=251, h=5+15+1, 
A=251, h=7+9+11, 
A=251, h=7+11+9, 
A=251, h=9+1+13, 
A=251, h=9+7+11, 
A=251, h=9+11+7, 
A=251, h=9+13+1, 
A=251, h=11+3+11, 
A=251, h=11+7+9, 
A=251, h=11+9+7, 
A=251, h=11+11+3, 
A=251, h=13+1+9, 
A=251, h=13+9+1, 
A=251, h=15+1+5, 
A=251, h=15+5+1, 
A=253, h=3+10+12, 
A=253, h=3+12+10, 
A=253, h=10+3+12, 
A=253, h=10+12+3, 
A=253, h=12+3+10, 
A=253, h=12+10+3, 
A=254, h=2+5+15, 
A=254, h=2+9+13, 
A=254, h=2+13+9, 
A=254, h=2+15+5, 
A=254, h=3+7+14, 
A=254, h=3+14+7, 
A=254, h=5+2+15, 
A=254, h=5+15+2, 
A=254, h=6+7+13, 
A=254, h=6+13+7, 
A=254, h=7+3+14, 
A=254, h=7+6+13, 
A=254, h=7+13+6, 
A=254, h=7+14+3, 
A=254, h=9+2+13, 
A=254, h=9+13+2, 
A=254, h=13+2+9, 
A=254, h=13+6+7, 
A=254, h=13+7+6, 
A=254, h=13+9+2, 
A=254, h=14+3+7, 
A=254, h=14+7+3, 
A=254, h=15+2+5, 
A=254, h=15+5+2, 
A=257, h=4+4+15, 
A=257, h=4+15+4, 
A=257, h=5+6+14, 
A=257, h=5+14+6, 
A=257, h=6+5+14, 
A=257, h=6+10+11, 
A=257, h=6+11+10, 
A=257, h=6+14+5, 
A=257, h=7+8+12, 
A=257, h=7+12+8, 
A=257, h=8+7+12, 
A=257, h=8+12+7, 
A=257, h=10+6+11, 
A=257, h=10+11+6, 
A=257, h=11+6+10, 
A=257, h=11+10+6, 
A=257, h=12+7+8, 
A=257, h=12+8+7, 
A=257, h=14+5+6, 
A=257, h=14+6+5, 
A=257, h=15+4+4, 
A=258, h=1+1+16, 
A=258, h=1+16+1, 
A=258, h=4+11+11, 
A=258, h=5+8+13, 
A=258, h=5+13+8, 
A=258, h=8+5+13, 
A=258, h=8+13+5, 
A=258, h=11+4+11, 
A=258, h=11+11+4, 
A=258, h=13+5+8, 
A=258, h=13+8+5, 
A=258, h=16+1+1, 
A=259, h=3+5+15, 
A=259, h=3+9+13, 
A=259, h=3+13+9, 
A=259, h=3+15+5, 
A=259, h=5+3+15, 
A=259, h=5+15+3, 
A=259, h=9+3+13, 
A=259, h=9+13+3, 
A=259, h=13+3+9, 
A=259, h=13+9+3, 
A=259, h=15+3+5, 
A=259, h=15+5+3, 
A=260, h=4+10+12, 
A=260, h=4+12+10, 
A=260, h=10+4+12, 
A=260, h=10+12+4, 
A=260, h=12+4+10, 
A=260, h=12+10+4, 
A=261, h=1+2+16, 
A=261, h=1+8+14, 
A=261, h=1+14+8, 
A=261, h=1+16+2, 
A=261, h=2+1+16, 
A=261, h=2+16+1, 
A=261, h=4+7+14, 
A=261, h=4+14+7, 
A=261, h=6+9+12, 
A=261, h=6+12+9, 
A=261, h=7+4+14, 
A=261, h=7+14+4, 
A=261, h=8+1+14, 
A=261, h=8+14+1, 
A=261, h=9+6+12, 
A=261, h=9+12+6, 
A=261, h=12+6+9, 
A=261, h=12+9+6, 
A=261, h=14+1+8, 
A=261, h=14+4+7, 
A=261, h=14+7+4, 
A=261, h=14+8+1, 
A=261, h=16+1+2, 
A=261, h=16+2+1, 
A=262, h=1+6+15, 
A=262, h=1+15+6, 
A=262, h=6+1+15, 
A=262, h=6+15+1, 
A=262, h=9+9+10, 
A=262, h=9+10+9, 
A=262, h=10+9+9, 
A=262, h=15+1+6, 
A=262, h=15+6+1, 
A=264, h=2+2+16, 
A=264, h=2+8+14, 
A=264, h=2+14+8, 
A=264, h=2+16+2, 
A=264, h=8+2+14, 
A=264, h=8+10+10, 
A=264, h=8+14+2, 
A=264, h=10+8+10, 
A=264, h=10+10+8, 
A=264, h=14+2+8, 
A=264, h=14+8+2, 
A=264, h=16+2+2, 
A=265, h=2+6+15, 
A=265, h=2+15+6, 
A=265, h=6+2+15, 
A=265, h=6+15+2, 
A=265, h=15+2+6, 
A=265, h=15+6+2, 
A=266, h=1+3+16, 
A=266, h=1+11+12, 
A=266, h=1+12+11, 
A=266, h=1+16+3, 
A=266, h=3+1+16, 
A=266, h=3+16+1, 
A=266, h=4+5+15, 
A=266, h=4+9+13, 
A=266, h=4+13+9, 
A=266, h=4+15+5, 
A=266, h=5+4+15, 
A=266, h=5+15+4, 
A=266, h=8+9+11, 
A=266, h=8+11+9, 
A=266, h=9+4+13, 
A=266, h=9+8+11, 
A=266, h=9+11+8, 
A=266, h=9+13+4, 
A=266, h=11+1+12, 
A=266, h=11+8+9, 
A=266, h=11+9+8, 
A=266, h=11+12+1, 
A=266, h=12+1+11, 
A=266, h=12+11+1, 
A=266, h=13+4+9, 
A=266, h=13+9+4, 
A=266, h=15+4+5, 
A=266, h=15+5+4, 
A=266, h=16+1+3, 
A=266, h=16+3+1, 
A=267, h=5+11+11, 
A=267, h=7+7+13, 
A=267, h=7+13+7, 
A=267, h=11+5+11, 
A=267, h=11+11+5, 
A=267, h=13+7+7, 
A=268, h=6+6+14, 
A=268, h=6+14+6, 
A=268, h=14+6+6, 
A=269, h=2+3+16, 
A=269, h=2+11+12, 
A=269, h=2+12+11, 
A=269, h=2+16+3, 
A=269, h=3+2+16, 
A=269, h=3+8+14, 
A=269, h=3+14+8, 
A=269, h=3+16+2, 
